reep_id,key_wikidata,name,country,founded,stadium,key_transfermarkt,key_fbref,key_soccerway,key_opta,key_kicker,key_flashscore,key_sofascore,key_soccerbase,key_uefa,key_footballdatabase_eu,key_worldfootball,key_espn,key_playmakerstats,key_clubelo,key_sportmonks,key_api_football,key_sofifa,key_fotmob,key_thesportsdb,key_understat,key_opta_numeric
reep_tdcc777c4,Q5260730,Deportivo Educación,Peru,1972-01-01,Estadio Monumental de Condebamba,,,,,,,,,,,,,,,,,,,,,
reep_t3794fcf7,Q5260732,Deportivo El Tecal,Panama,,,,,,,,,,,,,,,,,,,,,,,
reep_t72944734,Q5260731,Deportivo Enersur,Peru,2003-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8ade5ec1,Q1191661,Deportivo Español,Argentina,1956-10-12,Nueva España Stadium,14546,,,,,,,,,,,,,,,,,,150166,,
reep_t4a189c69,Q5260734,Deportivo Español,Ecuador,1929-10-12,Estadio Modelo Alberto Spencer Herrera,,,,,,,,,,,,,,,,,,,,,
reep_t6aeb77cf,Q5260736,Deportivo Español de Venezuela,Venezuela,1932-01-01,,78084,,,,,,,,,,,,,,,,,,,,
reep_t97abf4ba,Q16733462,Deportivo FC,Switzerland,1962-07-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfe90ba6c,Q109527908,Deportivo FC Auténtico,Spain,1914-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcfc6c980,Q1705764,Deportivo Fabril,Spain,1906-01-01,,,,,,,,,,,,,,,,,,,,147597,,
reep_t9f0f5086,Q1117689,Deportivo Galicia,Venezuela,1960-01-01,Q5847971,,,,,,,,,,,,,,,,,,,,,
reep_t8b248931,Q5260735,Deportivo Guastatoya,Guatemala,2010-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t946cc175,Q592559,Deportivo Guaymallén,Argentina,1918-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta159f399,Q332527,Deportivo Independiente Medellín,Colombia,1913-01-01,Atanasio Girardot Sports Complex,10093,,464,,,,,,,1629,,,,,,,,,,,
reep_te7819869,Q5260738,Deportivo Indonesia,Uruguay,2007-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfb25fc99,Q5260740,Deportivo Ingeniería,Peru,2002-01-01,Estadio Huancayo,,,,,,,,,,,,,,,,,,,,,
reep_t7e20fa63,Q2454217,Deportivo Italia,Venezuela,1948-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8f5e2f68,Q5260739,Deportivo Iztacalco,Mexico,2007-08-20,,,,,,,,,,,,,,,,,,,,,,
reep_tc0515c68,Q5260741,Deportivo Iztapa,Guatemala,,,,,,,,,,,,,,,,,,,,,,,
reep_t72505c65,Q16556140,Deportivo JBL del Zulia,Venezuela,2013-01-01,Estadio José Pachencho Romero,,,,,,,,,,,,,,,,,,,,,
reep_t446a5a74,Q2449406,Deportivo Jalapa,Nicaragua,1995-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_taad94502,Q5260743,Deportivo Junín,Peru,,Estadio Huancayo,,,,,,,,,,,,,,,,,,,,,
reep_t10033c3c,Q59759695,Deportivo Kansas,Peru,,,,,,,,,,,,,,,,,,,,,,,
reep_t0877fcd0,Q3324250,Deportivo La Coruña Brasil Futebol Clube,Brazil,1994-11-15,Estádio Eduardo Guinle,,,,,,,,,,,,,,,,,,,,,
reep_t08071d76,Q628860,Deportivo La Guaira F.C.,Venezuela,2008-01-01,Estadio Olímpico,26468,0f8ef17f,,,,,,,,10663,,,15415,,,,,,,,
reep_t7bdf72d2,Q28205532,Deportivo La Massana,Andorra,1992-01-01,Estadi Comunal d'Aixovall,,,,,,,,,,,,,,,,,,,,,
reep_t84db547e,Q921923,Deportivo Laferrere,Argentina,1956-07-09,,19636,,,,,,,,,,,,,,,,,,,,
reep_t10790c1b,Q109743198,Deportivo Lake Mary,,,,,,,,,,,,,,,,,,,,,,,,
reep_t8e3fffd5,Q20983494,Deportivo Lara Fútbol Club,Venezuela,1978-01-01,Estadio Farid Richa,,,,,,,,,,,,,,,,,,,,,
reep_t9adb9d75,Q18707324,Deportivo Liberación,Paraguay,,,,,,,,,,,,,,,,,,,,,,,
reep_t1ff62342,Q77267417,Deportivo Llacuabamba,Peru,,,,,,,,,,,,,,,,,,,,,138321,,
reep_t4dc1d6ac,Q18402095,Deportivo MacAllister,,,,,,,,,,,,,,,,,,,,,,,,
reep_tcaecfa2c,Q919761,Deportivo Madryn,Argentina,1924-01-01,"Category:Hospitals in the province of Córdoba, Spain",14318,,7777,,,,,,,,,,,,,,,,142479,,
reep_t0aec6dbd,Q1023199,Deportivo Maldonado,Uruguay,1928-08-25,Estadio Domingo Burgueño,,,,,,,,,,,,,,,,,,,138816,,
reep_t550b71c0,Q5260744,Deportivo Maldonado de Puerto Maldonado,Peru,1935-10-08,Q41843977,,,,,,,,,,,,,,,,,,,,,
reep_td5abc6dd,Q2562601,Deportivo Mandiyú,Argentina,1998-01-01,Estadio José Antonio Romero Feris,,,,,,,,,,,,,,,,,,,,,
reep_t57f5f97e,Q8347076,Deportivo Mandiyú,Argentina,1952-12-14,Estadio José Antonio Romero Feris,,,,,,,,,,,,,,,,,,,,,
reep_t5d18c020,Q2421570,Deportivo Marquense,Guatemala,1958-01-01,Estadio Marquesa de la Ensenada,16543,,,,,,,,,2924,,,,,,,,,,,
reep_tc0bb0f57,Q134043426,Deportivo Marítimo,Spain,2024-06-28,,,,,,,,,,,,,,,,,,,,150430,,
reep_t82743129,Q28663476,Deportivo Masaya FC,Nicaragua,1978-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t40b8730f,Q5260745,Deportivo Maya Caribe,Mexico,,,,,,,,,,,,,,,,,,,,,,,
reep_t5f4ef1ff,Q2602775,Deportivo Merlo,Argentina,1954-10-08,José Manuel Moreno Stadium,19529,,7038,,,,,,,,,,,,,,,,143097,,
reep_t1cfc6538,Q5260746,Deportivo Mictlán,Guatemala,,Estadio La Asunción,,,,,,,,,,,,,,,,,,,152498,,
reep_t72b376a3,Q16838270,Deportivo Mixco,Guatemala,1964-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf499cd4f,Q1191670,Deportivo Mongomo,Equatorial Guinea,,Estadio La Libertad,27282,,13091,,,,,,,,deportivo-mongomo,,39892,,,,,,,,
reep_t4b2a0b2b,Q5260747,Deportivo Morba,Peru,,Estadio Mansiche,,,,,,,,,,,,,,,,,,,,,
reep_tca5bfa76,Q54810211,Deportivo Municipal San Miguelito,Panama,2015-01-01,Estadio Maracaná,,,,,,,,,,,,,,,,,,,,,
reep_t359edff2,Q5260748,Deportivo Municipal de Huamanga,Peru,1995-01-01,Estadio Ciudad de Cumaná,,,,,,,,,,,,,,,,,,,,,
reep_t95b6c8cb,Q2983683,Deportivo Municipal de La Paz,Bolivia,1944-01-01,,,,45553,,,,,,,10536,,,,,,,,,,,
reep_t1e3c5e82,Q122920221,Deportivo Murcia FC,Spain,,,,,,,,,,,,,,,,,,,,,,,
reep_t6a83b6ae,Q675404,Deportivo Neza,Mexico,1978-01-01,Estadio Neza 86,,,,,,,,,,,,,,,,,,,,,
reep_taa0882ff,Q5260749,Deportivo Nueva Concepción,Guatemala,,,,,,,,,,,,,,,,,,,,,,,
reep_t1326de81,Q36213676,Deportivo Nuevo Chimalhuacán,Mexico,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tffbf9960,Q2879447,Deportivo Ocotal,Nicaragua,1996-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t12303d83,Q125880653,Deportivo Pacífico,,,,,,,,,,,,,,,,,,,,,,,,
reep_t1ab87814,Q18419477,Deportivo Paraguaná,Venezuela,,,,,,,,,,,,,,,,,,,,,,,
reep_tcafb13d5,Q1191679,Deportivo Paraguayo,Argentina,1961-08-15,,,,,,,,,,,,,,,,,,,,150167,,
reep_ta2a5970d,Q332858,Deportivo Pasto,Colombia,1949-01-01,Estadio Departamental Libertad,10090,,462,,,,,,,4120,,,,,,,,,137611,,
reep_t0c8adf4c,Q110101884,Deportivo Pereira,Colombia,,,,,,,,,,,,,,,,,,,,,,,
reep_t0ad81cce,Q515178,Deportivo Pereira,Colombia,1944-02-12,Estadio Hernán Ramírez Villegas,9811,,,,,,,,,,,,,,,,,,,,
reep_tb66f5e50,Q5260751,Deportivo Petapa,Guatemala,1979-01-01,Estadio Municipal de San Miguel Petapa,,,,,,,,,,,,,,,,,,,,,
reep_t31e3ab05,Q1191699,Deportivo Petare F.C.,Venezuela,1948-08-18,Brígido Iriarte Stadium,29750,,2310,,,,,,,,,,,,,,,,,,
reep_t93bb6cc0,Q5260753,Deportivo Pinozá,Paraguay,1921-01-01,Estadio Alfredo Stroessner,,,,,,,,,,,,,,,,,,,149573,,
reep_t8a95a87a,Q5260752,Deportivo Pomalca,Peru,1949-01-09,Estadio Elías Aguirre,,,,,,,,,,,,,,,,,,,,,
reep_t4155f662,Q261035,Deportivo Portugués,Venezuela,1952-01-01,Estadio Olímpico,,,,,,,,,,,,,,,,,,,,,
reep_teb69711b,Q2842932,Deportivo Pucallpa,Peru,1946-01-01,Estadio Aliardo Soria Pérez,,,,,,,,,,,,,,,,,,,,,
reep_tafdc1e2b,Q5260754,Deportivo Purranque,Chile,2010-01-01,Q5847848,,,,,,,,,,,,,,,,,,,,,
reep_t4cf615df,Q109652627,Deportivo Quiriguá,,,,,,,,,,,,,,,,,,,,,,,,
reep_td6fa3a9f,Q2120298,Deportivo Rayo Cantabria,Spain,1993-01-01,Mies de Cozada,,,,,,,,,,,,,,,,,,,,,
reep_t3ee21e9d,Q116504962,Deportivo Rayo Zuliano,Venezuela,,,93338,,54388,,,,,,,39457,,,,,,,,,147082,,
reep_te1dbc312,Q1637661,Deportivo Recoleta,Paraguay,1931-02-12,Estadio Roque F. Batelhana,14545,,,,,,,,,,,,,,,,,,,,
reep_tca100de0,Q4382304,Deportivo Riestra,Argentina,1931-02-22,Guillermo Laza stadium,19775,,,,,,,,,,,,,,,,,,137782,,
reep_t5b32c138,Q5260757,Deportivo Roca,Argentina,1974-09-01,,,,,,,,,,,,,,,,,,,,,,
reep_t59699460,Q137112209,Deportivo Rose City,,,,,,,,,,,,,,,,,,,,,,,,
reep_tc469ac1c,Q5260756,Deportivo SIMA,Peru,1950-01-01,Estadio Telmo Carbajo,,,,,,,,,,,,,,,,,,,,,
reep_tc540d8f2,Q39045642,Deportivo San Juan,,2013-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t737a7811,Q5260755,Deportivo San Pedro,Guatemala,1992-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5193d9f7,Q5260760,Deportivo Santa Cecilia,Nicaragua,,Estadio Cacique Diriangén,,,,,,,,,,,,,,,,,,,,,
reep_t5a813c26,Q5260759,Deportivo Santa Cruz,,1975-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t849c289e,Q5260762,Deportivo Santaní,Paraguay,2009-01-01,Q5848049,,,,,,,,,,,,,,,,,,,140618,,
reep_tc298188b,Q868582,Deportivo Saprissa,Costa Rica,1935-07-16,Estadio Ricardo Saprissa Aymá,4720,,,,,,,,,703,,,3974,,,,,,,,
reep_t3b689fdf,Q26729256,Deportivo Sebaco,Nicaragua,2014-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5fb3f259,Q30147452,Deportivo Siquinalá,Guatemala,2004-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t060d6e10,Q16489133,Deportivo Socopó Fútbol Club,Venezuela,2002-07-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1f635469,Q5260761,Deportivo Teculután,Guatemala,,,,,,,,,,,,,,,,,,,,,,,
reep_t244b6ac1,Q5260764,Deportivo Tintaya,Peru,1972-05-02,Q34560771,,,,,,,,,,,,,,,,,,,,,
reep_t6496c6f4,Q30115942,Deportivo Toluca F.C.,Mexico,2017-01-01,Nemesio Díez Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb900dd23,Q670186,Deportivo Toluca F.C.,Mexico,1917-01-01,Nemesio Díez Stadium,1804,44b88a4e,,,,,,,,652,,,,,,,,,,,
reep_t6b857955,Q20994357,Deportivo Toluca F.C. Premier,Mexico,,,,,,,,,,,,,,,,,,,,,,,
reep_t49bbf6ef,Q112167745,Deportivo Tricolor Municipal de Paine,Chile,,,,,,,,,,,,,,,,,,,,,,,
reep_t2e654ac2,Q178378,Deportivo Táchira,Venezuela,1974-01-11,Estadio Polideportivo de Pueblo Nuevo,13297,,,,,,,,,1185,,,2409,,,,,,,,
reep_tbc4feab2,Q5803248,Deportivo Unicosta,Colombia,1995-01-01,Estadio Romelio Martínez,,,,,,,,,,,,,,,,,,,,,
reep_t693aaa70,Q16838275,Deportivo Universidad Centroamericana,Nicaragua,1950-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9bccaa7b,Q125721969,Deportivo Upala F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t476ec783,Q5260766,Deportivo Vasco,Venezuela,,Estadio Olímpico,,,,,,,,,,,,,,,,,,,,,
reep_t7149113d,Q5260765,Deportivo Venezuela,Venezuela,1926-01-01,Estadio Olímpico,,,,,,,,,,,,,,,,,,,,,
reep_t88d308e3,Q5260770,Deportivo Wanka,Peru,1969-10-26,Estadio Huancayo,,,,,,,,,,,,,,,,,,,,,
reep_t5b072c52,Q5260767,Deportivo Warnes,Bolivia,1996-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta0a4e44a,Q2931217,Deportivo Xinabajul,Guatemala,1980-01-01,Estadio Los Cuchumatanes,18939,,,,,,,,,9436,,,,,,,,,,,
reep_tebc5bcf3,Q3023499,Deportivo Zacapa,Guatemala,1951-01-01,Estadio David Ordoñez Bardales,19007,,,,,,,,,2927,,,,,,,,,,,
reep_t49276efa,Q2106512,Deportivo Zitácuaro,Mexico,1995-01-01,Estadio Ignacio López Rayón,,,,,,,,,,,,,,,,,,,,,
reep_t67309ff4,Q5260769,Deportivo Zúñiga,Peru,1981-01-01,Q5848217,,,,,,,,,,,,,,,,,,,,,
reep_t80374b83,Q8760,Deportivo de La Coruña,Spain,1906-03-02,Estadio Municipal de Abanca Riazor,897,2a60ed82,2018,,,,,776,59044,64,deportivo-la-coruna,,42,,,,,,133816,139,
reep_tacdfefe5,Q108744431,Deportivo de La Coruña Juvenil,Spain,,,,,,,,,,,,,,,,,,,,,,,
reep_t6d23d77f,Q5260794,"Depot Battalion, RE F.C.",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tae699f52,Q7337265,Derby City Rovers,United States,2010-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t151e961a,Q19470,Derby County F.C.,United Kingdom,1884-02-05,Pride Park Stadium,22,26ab47ee,699,,,,,747,52917,235,derby-county,,2577,,,,,,133627,,
reep_tff1e6d3b,Q23425436,Derby County F.C. Reserves and Academy,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t3af38897,Q117715448,Derby F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_te1334652,Q5261480,Derby Junction F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tb2bc54d9,Q5261486,Derby Midland F.C.,United Kingdom,1881-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t93b160a9,Q55137132,Derby St Luke's F.C.,United Kingdom,1870-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcb8cdb8c,Q58327578,Derby St Neots,United Kingdom,1900-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t871a44ce,Q112261993,Derbyshire F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t0b5a191b,Q5261754,Dereham Town F.C.,United Kingdom,1884-01-01,,,cee82c49,,,,,,,,,,,,,,,,,,,
reep_t9888b122,Q21162333,Deren FC,Mongolia,2008-01-01,National Sports Stadium,61616,,33611,,,,,,,,,,111113,,,,,,145329,,
reep_t4d1189b4,Q28227977,Dergahspor Nürnberg,Germany,1981-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_teae7e3b9,Q3451038,Dergview F.C.,United Kingdom,1980-01-01,,,,,,,,,,,,,,,,,,,,139266,,
reep_t5e94dc35,Q6787982,Derincespor,Turkey,1994-01-01,İsmetpaşa Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t798eb0cf,Q12726597,Dermata Cluj,Romania,1937-01-01,Stadionul Clujana,,,,,,,,,,,,,,,,,,,,,
reep_t9d52f4f4,Q5262965,Derriaghy Cricket Club F.C.,United Kingdom,1982-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t870ed9ac,Q643914,Derry Celtic F.C.,United Kingdom,1890-01-01,Celtic Park,,,,,,,,,,,,,,,,,,,,,
reep_tb7a8bb57,Q459622,Derry City F.C.,Ireland,1928-01-01,Brandywell Stadium,920,,1187,,,,,808,50086,,derry-city,,1067,,,,,,134354,,
reep_t5dd31601,Q28232992,Derry City Ladies F.C.,Ireland,2003-01-01,Riverside Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t9ee34a25,Q2594071,Derry Olympic F.C.,United Kingdom,1892-01-01,Brandywell Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t2c3bab0e,Q20145622,Dersimspor,Turkey,2009-01-01,,,,,,,,,,,,,,,,,,,,149673,,
reep_t06aceaab,Q23019714,Derwent United FC,Australia,2011-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tbdc79880,Q863492,Des Moines Menace,United States,1994-01-01,Valley High School,,2fbe7dcd,,,,,,,,,,,,,,,,,,,
reep_tdb4d8eb6,Q121590521,Des Moines United FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t0c0894a0,Q5263658,Desborough Town F.C.,United Kingdom,1896-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9597fb12,Q5264106,Desertmartin F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t64844af9,Q104853457,Desna Chernihiv FC Youth Academy,,,,,,,,,,,,,,,,,,,,,,,,
reep_tbe88f324,Q5264878,Desouk SC,Egypt,1966-01-01,Desouk Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t49baaccb,Q1200878,Desportivo Brasil,Brazil,2005-01-01,Estádio Municipal Alfredo Chiavegato,,,,,,,,,,,,,,,,,,,,,
reep_t2ec7ca4b,Q5265006,Desportivo Chimoio,Mozambique,,,,,,,,,,,,,,,,,,,,,,,
reep_t1b19df4a,Q2604491,Desportivo Estância Baixo,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,
reep_tfcb4a183,Q5265008,Desportivo Manica,Mozambique,1980-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td016cb8b,Q2202414,Desportivo Marítimo,São Tomé and Príncipe,,,,,,,,,,,,,,,,,,,,,,,
reep_tcc372518,Q5265010,Desportivo Quelele,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,
reep_t5d6c6817,Q2487919,Desportivo Ribeira Brava,Cape Verde,,Estádio João de Deus Lopes da Silva,,,,,,,,,,,,,,,,,,,,,
reep_t6df63933,Q5265012,Desportivo Tete,Mozambique,,Estádio de Tete,,,,,,,,,,,,,,,,,,,,,
reep_t9cf2a853,Q18351382,Desportivo da Eka,Angola,,,,,,,,,,,,,,,,,,,,,,,
reep_t2486827b,Q10265675,Desportivo da Praia,Cape Verde,1979-01-01,Estádio da Várzea,,,,,,,,,,,,,,,,,,,,,
reep_tf74b5da3,Q5265013,Desportivo de Assomada,Cape Verde,1990-09-16,,,,,,,,,,,,,,,,,,,,,,
reep_tacda6c1f,Q5265014,Desportivo de Biombo,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,
reep_t07f2ffae,Q2081543,Desportivo de Cova Figueira,Cape Verde,1996-01-01,Estádio Monte Pe Largo,,,,,,,,,,,,,,,,,,,,,
reep_td715ee1f,Q2204321,Desportivo de Guadalupe,São Tomé and Príncipe,1964-03-31,,,,,,,,,,,,,,,,,,,,,,
reep_t2c760fb5,Q10265680,Desportivo de Monção,Portugal,,,,,desportivo-de-moncao,,,,,,,,,,,,,,,,,,
reep_t85e75fc9,Q16838293,Desportivo de Nacala,Mozambique,1964-01-01,,74373,,24142,,,,,,,,,,69851,,,,,,,,
reep_t01ec01f3,Q5265017,Desportivo do Bengo,Angola,,,,,,,,,,,,,,,,,,,,,,,
reep_td78a1fbc,Q113560923,Determine Girls,Liberia,,,,,,,,,,,,,,,,,,,,,,,
reep_teeb993fc,Q5265852,Detroit Arsenal,United States,1997-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1b69a877,Q104882693,Detroit Besa,United States,,,,,,,,,,,,,,,,,,,,,,,
reep_tc239956e,Q8355144,Detroit City FC,United States,2012-01-01,Keyworth Stadium,,a2e0ad49,,,,,,,,,,,,,,,,,143565,,
reep_t8ed2611d,Q583671,Detroit Cougars,United States,1967-01-01,Tiger Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb0c221c5,Q1133753,Detroit Express,United States,1978-01-01,Pontiac Silverdome,,,,,,,,,,,,,,,,,,,,,
reep_tf0dc309d,Q16838299,Detroit Express,United States,1981-01-01,Pontiac Silverdome,,,,,,,,,,,,,,,,,,,,,
reep_t90211148,Q3148253,Detroit Ignition,United States,2006-01-01,Compuware Arena,,,,,,,,,,,,,,,,,,,,,
reep_tc47d4b49,Q5265959,Detroit Lightning,United States,1979-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9c6f099d,Q5265973,Detroit Mustangs,United States,1972-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t0082b5c5,Q5266007,Detroit Safari,United States,1993-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf1ed10ae,Q5266039,Detroit United,United States,2002-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcd5e1787,Q104902910,Detroit Vardar,Canada,,,,,,,,,,,,,,,,,,,,,,,
reep_ta79b66b5,Q5266044,Detroit Wheels,United States,1994-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1c5e5cee,Q217712,Deutscher Fussball Klub,Uruguay,1896-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4a9fe9f8,Q15906119,Deutschlandsberger SC,Austria,1935-01-01,,,,,,,,,,,,,,,,,,,,146471,,
reep_t72496a5c,Q5266898,Devereux Football Club,Liberia,1991-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1e02ace5,Q5266904,Deveronside F.C.,United Kingdom,1977-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t95f6ea5f,Q9182242,Deveronvale F.C.,United Kingdom,1938-01-01,Princess Royal Park,,,,,,,,,,,,,,,,,,,142344,,
reep_teedf90e7,Q5267589,Devizes Town F.C.,United Kingdom,1884-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tecc7d4ba,Q9202111,Devonport City FC,Australia,1982-01-01,,,,,,,,,,,,,,,,,,,,141700,,
reep_t0ddae34c,Q5267852,Devonshire Colts,United Kingdom,1958-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5e1cdbd8,Q3025535,Devonshire Cougars,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tac751a5c,Q105654131,Dewa United F.C.,Indonesia,2009-01-01,,72710,,27758,,,,,,,33376,dewa-united-fc,,95067,,,,,,,,
reep_t1f2ba13e,Q19726175,Dewantara United F.C.,Indonesia,1995-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t051d5d28,Q22097961,Dewsbury F.C.,United Kingdom,1898-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tede91419,Q9208644,Dezzolla Shimane,Japan,2001-01-01,,34942,,16851,,,,,,,,,,,,,,,,,,
reep_t572ab482,Q134250221,Değirmenlik FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_tce42cdaa,Q60752788,Dhaka City F.C.,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,
reep_t90b197bb,Q132296639,Dhaka Rangers FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_tad605b9d,Q114843177,Dhaka Rangers FC Women,Bangladesh,2022-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6e798c2d,Q137217120,Dhaka United Sports Club,,,,,,,,,,,,,,,,,,,,,,,,
reep_t4bf29b67,Q96376314,Dhaka Wanderers Club,Bangladesh,,,77135,,66940,,,,,,,,,,,,,,,,,,
reep_te1472b5f,Q107071664,Dhangadhi F.C.,Nepal,,,,,,,,,,,,,,,,,,,,,,,
reep_t60063c7b,Q16960504,Dhanmondi Cricket Academy,Bangladesh,2000-01-01,Ranjit Mallick Cricket Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tbe3923c6,Q18351525,Dharan F.C.,Nepal,,,,,,,,,,,,,,,,,,,,,,,
reep_t4014a781,Q112659307,Dhi Qar SC,Iraq,1991-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8e80bff5,Q3025731,Dhofar Club,Oman,1972-05-20,Al-Saada Stadium,13948,,6071,,,,,,,,dhofar-club,,9735,,,,,,,,
reep_t879b7bbb,Q662388,Diables Noirs,Republic of the Congo,1950-01-01,Stade Marchand,,,,,,,,,,,,,,,,,,,,,
reep_tcd64418d,Q108420100,Diables noirs de Combani,France,1988-01-01,,,ff7706bc,41443,,,,,,,,,,,,,,,,,,
reep_td916d241,Q5804914,Diablos Azules de Guasave,Mexico,1985-01-01,Guasave 89,,,,,,,,,,,,,,,,,,,,,
reep_taa5f3788,Q5270179,Diablos Rojos de Juliaca,Peru,1965-01-15,Estadio Guillermo Briceño Rosamedina,,,,,,,,,,,,,,,,,,,,,
reep_t9758993f,Q11319971,Diablossa Takada FC,Japan,1975-01-01,,71147,,,,,,,,,,,,,,,,,,,,
reep_tb53ab2af,Q46998866,Diagoras Agia Paraskevi F.C.,Greece,1969-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2770b050,Q17791120,Diagoras Dryopideon Aigaleo B.C.,Greece,,,,,,,,,,,,,,,,,,,,,,,
reep_t3f318e0a,Q137821330,Diagoras Rodos F.C.,Greece,1905-03-25,Diagoras Stadium,8758,,,,,,,,,,,,,,,,,,,,
reep_te73aed71,Q48798021,Diagoras Vrachnaiika F.C.,Greece,1960-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tbd02be22,Q106598054,Dial Square F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_td5dd7946,Q222803,Diamant Yaoundé,Cameroon,,,30596,,,,,,,,,,diamant-yaounde,,,,,,,,,,
reep_t0d5c1e1c,Q657883,Diambars FC,Senegal,2003-01-01,,28578,,20834,,,,,,,,,,45542,,,,,,,,
reep_tbec867bd,Q5270760,Diamond Creek Football Club,Australia,1904-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t524c0f46,Q20180288,Diamond FC,United Kingdom,2014-01-01,Ronald Webster Park,,,,,,,,,,,,,,,,,,,,,
reep_te32c669e,Q112841656,Diamond Harbour FC,India,,,,,,,,,,,,,,,,,,,,,151728,,
reep_tcf3b76b8,Q2228818,Diamond Stars F.C.,Sierra Leone,1954-01-01,Koidu Sports Stadium,38685,,18463,,,,,,,,diamond-stars,,58039,,,,,,,,
reep_tab8d5b5c,Q5270944,Diamond Valley United,Australia,1986-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcb962dd3,Q552361,Diana Kattowitz,German Reich,1905-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t54d65a80,Q56177868,Diana Palermo,Kingdom of Italy,,,,,,,,,,,,,,,,,,,,,,,
reep_t8e4d39ff,Q5271624,Dianella White Eagles,Australia,1978-01-01,,,,,,,,,,,,,,,,,,,,154975,,
reep_t74b17b53,Q136933192,Dibang United FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t62f6ca76,Q84784130,Dibba Al-Fujairah Club,,,,,,,,,,,,,,,,,,,,,,,,
