reep_id,key_wikidata,name,country,founded,stadium,key_transfermarkt,key_fbref,key_soccerway,key_opta,key_kicker,key_flashscore,key_sofascore,key_soccerbase,key_uefa,key_footballdatabase_eu,key_worldfootball,key_espn,key_playmakerstats,key_clubelo,key_sportmonks,key_api_football,key_sofifa,key_fotmob,key_thesportsdb,key_understat,key_opta_numeric
reep_td1a3f3b1,Q97159472,Darby FC,Canada,,,,,,,,,,,,,,,,,,,,,,,
reep_t83cfa911,Q179930,Dardanel Spor A.Ş.,Turkey,1966-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te7e7e63f,Q131375126,Dardania Sport,,,,,,,,,,,,,,,,,,,,,,,,
reep_t98ea44c8,Q23641764,Darebin United SC,Australia,1975-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td5851704,Q18125491,Darfield F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t6e917197,Q30115919,Darfield United F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_ta6ab311c,Q1825877,Daring Club Leuven,Belgium,,,,,,,,,,,,,,,,,,,,,,,
reep_te05a83f7,Q595746,Daring Club Motema Pembe,Democratic Republic of the Congo,1936-01-01,martyrs' stadium,1995,,,,,,,,,,,,,,,,,,,,
reep_ta0b39a4d,Q116973580,Darkhan City FC,Mongolia,,,,,,,,,,,,,,,,,,,,,,,
reep_t6640e1fd,Q96375963,Darlaston Town (1874) F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tbfa73b7b,Q5223825,Darlaston Town F.C.,United Kingdom,1874-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t38b1c2c2,Q5223972,Darlington 1883,United Kingdom,2012-01-01,Blackwell Meadows,,,,,,,,,,,,,,,,,,,,,
reep_tc71b5e16,Q909189,Darlington F.C.,United Kingdom,1883-01-01,The Darlington Arena,,3902ac3a,,,,,,,,,,,,,,,,,,,
reep_tfd2987b9,Q5223999,Darlington Railway Athletic F.C.,United Kingdom,1919-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2e190255,Q123468539,Darlington St Augustine's F.C.,United Kingdom of Great Britain and Ireland,,,,,,,,,,,,,,,,,,,,,,,
reep_t35f18493,Q112081121,Darlington Town F.C.,United Kingdom,2018-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t95010928,Q122909143,Darnconner Britannia F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tec24f1cb,Q5224135,Darnes Sports Club,Libya,1958-01-01,ملعب درنه البلدي,,,,,,,,,,,,,,,,,,,,,
reep_td9c399cc,Q5224196,Darousazi Sobhan Rasht F.C.,Iran,2009-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tbca692a6,Q21051318,Darryn Textiles FC,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,
reep_tc41f3816,Q5225597,Dartak Khoramabad F.C.,Iran,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2d14b0d6,Q18510,Dartford F.C.,United Kingdom,1888-01-01,Princes Park,4074,d4547110,,,,,,,,,,,,,,,,,135943,,
reep_t2be72452,Q5225668,Dartmouth A.F.C.,United Kingdom,1999-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te1c0537e,Q5225838,Darvel F.C.,United Kingdom,1889-01-01,,,,,,,,,,,,,,,,,,,,149145,,
reep_tea516427,Q14624027,Darwen F.C.,United Kingdom,1870-01-01,The Anchor Ground,,,,,,,,,,,,,,,,,,,,,
reep_t61281bbe,Q1387030,Darwen F.C.,United Kingdom,2009-01-01,,,6e51523d,,,,,,,,,,,,,,,,,,,
reep_td02aaf5b,Q112861109,Darwen Old Wanderers F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t2e5c7646,Q112683393,Darwen Ramblers F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t89f7a1a2,Q137739515,Darwen Rovers F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tcd586742,Q5225959,Darwin Cubs,Australia,1994-01-01,Marrara Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t7a0c6b01,Q5225966,Darwin Dragons SC,Australia,,,,,,,,,,,,,,,,,,,,,,,
reep_tec38900e,Q5225973,Darwin Football Club,Australia,1917-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t075df817,Q126727028,Darwin Hearts FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t4b84fa1d,Q5226007,Darwin Olympic SC,Australia,1967-01-01,Darwin Football Stadium,,,,,,,,,,,,,,,,,,,141769,,
reep_t9f0682a3,Q2493719,Darıca Gençlerbirliği,Turkey,1934-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5ba0fdc8,Q16838193,Dashen Beer FC,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,
reep_t09b84a45,Q5227676,Datis Lorestan F.C.,Iran,2009-01-01,Takhti Stadium (Khorramabad),,,,,,,,,,,,,,,,,,,,,
reep_t2155c08c,Q30115814,Davao Aguilas F.C.,Philippines,2017-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t0e3b9bd7,Q16449461,Davenham F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t1924f307,Q5230301,Daventry Town F.C.,United Kingdom,1886-01-01,,,6a45c443,,,,,,,,,,,,,,,,,,,
reep_t5d2abd8a,Q5230302,Daventry United F.C.,United Kingdom,1968-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf4d07aa4,Q123474543,Davis Legacy SC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t5f237a04,Q5242383,Dawlish Town A.F.C.,United Kingdom,1889-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te337053a,Q5242709,Dawu Youngstars,Ghana,1987-01-01,Dawu Sports Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb0ddf90c,Q25455151,Dayrout SC,Egypt,1972-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8ac1b060,Q1053518,Dayton Dutch Lions,United States,2009-01-01,Dayton Outpatient Center Stadium,,29c622fe,,,,,,,,,,,,,,,,,,,
reep_t5908ffab,Q19867181,Dayton Dutch Lions WFC,United States,2011-01-01,Dayton Outpatient Center Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t94402993,Q5243532,Dayton Gemini,United States,2000-01-01,Baujan Field,,,,,,,,,,,,,,,,,,,,,
reep_t7e29bb5f,Q65118818,Daytona SC,United States,,Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t83ef4db3,Q1179714,De Abasin Sape F.C.,Afghanistan,2012-08-01,Afghanistan Football Federation Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t46039322,Q115937635,De Anza Force,,,,,,,,,,,,,,,,,,,,,,,,
reep_t4c6372ba,Q221927,De Graafschap,Netherlands,1954-02-01,De Vijverberg,642,,1537,,,,,,,501,de-graafschap,,,,,,,,133771,,
reep_td40daf5d,Q15943258,De Haantjes,Netherlands,,,,,,,,,,,,,,,,,,,,,,,
reep_td3f18fd9,Q1180132,De Maiwand Atalan F.C.,Afghanistan,2012-08-01,Afghanistan Football Federation Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t132bcb2c,Q2692643,De Schutters,Netherlands,,,,,,,,,,,,,,,,,,,,,,,
reep_t51d282ec,Q1180313,De Spin Ghar Bazan F.C.,Afghanistan,2012-08-01,Afghanistan Football Federation Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t90855762,Q12307889,De Studerendes Idræt Odense,Denmark,,,,,,,,,,,,,,,,,,,,,,,
reep_t14bff983,Q2229157,De Treffers,Netherlands,1919-01-01,,,,,,,,,,,,,,,,,,,,142705,,
reep_t0ea39565,Q1965120,De Valk,Netherlands,1909-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcee524fe,Q2001461,De Zwaluw,Netherlands,1918-06-07,Sportpark Hogehoek,,,,,,,,,,,,,,,,,,,,,
reep_t861bd205,Q2386809,De Zwerver,Netherlands,,,,,,,,,,,,,,,,,,,,,,,
reep_tf87ed20d,Q65091192,DeKalb County United,United States,,,,,,,,,,,,,,,,,,,,,,,
reep_t89bd1252,Q104849401,DeRo United Futbol Academy,Canada,,,,,,,,,,,,,,,,,,,,,,,
reep_t43ac0456,Q130467180,Deakin Ducks Football Club,,,,,,,,,,,,,,,,,,,,,,,,
reep_ta789d71c,Q5245850,Deal Town F.C.,United Kingdom,1908-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4b7c123e,Q117376019,Dean F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tb6b426b0,Q121114811,Dean Park F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tb0ee1562,Q20711771,Deanshanger Athletic F.C.,United Kingdom,1946-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1cc2cf4e,Q126264772,Dearne & District F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_te3884501,Q28450224,Dearne Community Miners Welfare F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t78422228,Q2474666,Debed Alaverdi,Armenia,1938-01-01,Alaverdi City Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t1fa2955f,Q5248062,Debenham LC F.C.,United Kingdom,1991-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t241a9e53,Q20164586,Debreceni Dózsa MaDISz TE,Hungary,1926-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t163482a6,Q136332495,Debreceni Dózsa SE,Hungarian People's Republic,1945-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb2163e5d,Q25454602,Debreceni EAC,Hungary,1919-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfb63b6e5,Q205732,Debreceni VSC,Hungary,1902-01-01,Stadion Oláh Gábor Út,84,e24ac92e,1103,,,,,,52958,761,debreceni-vsc,,1064,,,,,,,,
reep_t4f50deb7,Q56290855,Debub Police S.C.,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,
reep_t490d9fd4,Q2983638,Dedebit,Ethiopia,1997-01-01,Addis Ababa Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t34bf0b50,Q5249771,Dederang-Mt Beauty Football Club,Australia,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb2ef0100,Q125936014,Dedza Dynamos FC,Malawi,2017-01-01,,,,58158,,,,,,,,,,299955,,,,,,,,
reep_tcd7af5fe,Q5250634,Deeping Rangers F.C.,United Kingdom,1966-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tef6d9541,Q3085879,Defence F.C.,Ethiopia,1938-01-01,Addis Ababa Stadium,32853,,3587,,,,,,,,,,8593,,,,,,,,
reep_tcf6be624,Q113009,Defence Force F.C.,Trinidad and Tobago,1974-01-01,Hasely Crawford Stadium,8622,,7328,,,,,,,,defence-force-fc,,11501,,,,,,,,
reep_t3279eefc,Q1024338,Defensa y Justicia,Argentina,1935-03-20,Norberto Tomaghello Stadium,2402,a4570206,,,,,,,,4787,,,9311,,,,,,135159,,
reep_t7d7e1175,Q5251491,Defensor ANDA,Peru,1977-06-24,,,,,,,,,,,,,,,,,,,,,,
reep_t8d835b6a,Q948958,Defensor Arica,Peru,1929-12-18,National Stadium of Peru,,,,,,,,,,,,,,,,,,,,,
reep_t1ecc32f3,Q3299012,Defensor Casablanca,Chile,1919-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc1820ecd,Q21598449,Defensor La Bocana,Peru,1987-01-01,Q21573905,,,,,,,,,,,,,,,,,,,,,
reep_t4e703af6,Q108320248,Defensor Laure Sur,Peru,,,,,,,,,,,,,,,,,,,,,,,
reep_t0012326b,Q5251492,Defensor San Alejandro,Peru,1969-09-13,Estadio Aliardo Soria Pérez,,,,,,,,,,,,,,,,,,,,,
reep_t8f1d0596,Q8347133,Defensor San José,Peru,1965-02-13,Estadio Mariscal Cáceres,,,,,,,,,,,,,,,,,,,,,
reep_t3e351901,Q844238,Defensor Sporting Club,Uruguay,1913-01-01,Estadio Luis Franzini,,,,,,,,,,650,,,,,,,,,,,
reep_t772b0955,Q20024873,Defensor Sporting Club (youth),Uruguay,,,,,,,,,,,,,,,,,,,,,,,
reep_tbc5f27b3,Q5251494,Defensor Villa del Mar,Peru,1972-01-01,Hugo Sotil Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t7336b67f,Q5251495,Defensor Zarumilla,Peru,1942-08-15,Estadio Municipal de Nasca,,,,,,,,,,,,,,,,,,,,,
reep_t2da91733,Q3622189,Defensores Unidos,Argentina,1914-01-01,,6062,,24749,,,,,,,,,,,,,,,,143089,,
reep_t5aa1bdad,Q5251499,Defensores de Belgrano de Villa Ramallo,Argentina,1946-04-01,,,,,,,,,,,,,,,,,,,,142493,,
reep_tbc4bd8a5,Q2979846,Defensores de Cambaceres,Argentina,1921-01-01,,,,,,,,,,,,,,,,,,,,144741,,
reep_t3a1d3aae,Q5773519,Defensores de Pronunciamiento,Argentina,1972-09-18,,,,,,,,,,,,,,,,,,,,,,
reep_t75628035,Q20988630,Degel Yehuda Haifa F.C.,Israel,1944-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf4adef23,Q18619209,Degel Zion Tel Aviv F.C.,Israel,1933-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5230d8eb,Q1140767,Degerfors IF,Sweden,1907-01-13,Stora Valla,3641,,2403,,,,,757,,2623,degerfors-if,,8657,,,,,,,,
reep_t3d782f1a,Q121625686,Dejan F.C.,Indonesia,2018-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2f10f2d5,Q5252789,Dekedaha FC,Somalia,1973-01-01,,93004,,25810,,,,,,,,dekadaha,,28341,,,,,,,,
reep_t3a741588,Q5253285,Delaware Dynasty,United States,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t60d6782e,Q16838238,Delaware Wings,United States,1972-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1ec0e3f5,Q5253424,Delaware Wizards,United States,1993-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t52f22569,Q112672372,Delay Sports Berlin,Germany,2021-07-12,Preussen-Stadion an der Malteserstraße,100107,,59394,,,,,,,,,,,,,,,,,,
reep_t99b247b9,Q325006,Delbrücker SC,Germany,1950-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9261fd79,Q13576846,Delfines F.C.,Mexico,2012-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb9a03ff6,Q5253681,Delfines UGM,Mexico,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7ca13b01,Q96376178,Delfines de Abasolo,,,,,,,,,,,,,,,,,,,,,,,,
reep_tf05c625a,Q1184128,Delfines de Coatzacoalcos,Mexico,1997-01-01,Estadio Rafael Hernández Ochoa,,,,,,,,,,,,,,,,,,,,,
reep_t544e5fd2,Q5253686,Delfines de Los Cabos F.C.,Mexico,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t0b4430f3,Q5253684,Delfines de la Unacar,Mexico,,,,,,,,,,,,,,,,,,,,,,,
reep_te5e4f0ab,Q23881380,Delfines del Este FC,Dominican Republic,2014-01-01,Estadio Francisco Micheli,,,,,,,,,,,,,,,,,,,,,
reep_tb2bc51c5,Q2710,Delfino Pescara 1936,Italy,1936-01-01,Stadio Adriatico,2921,,1282,,,,,,,327,,,,,,,,,,,
reep_t8b99c2b0,Q5253709,Delfín Sporting Club,Ecuador,1989-01-01,Estadio Jocay,19304,,,,,,,,,,,,,,,,,,,,
reep_t8e715d9e,Q107995341,Delhi FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_tefae6a9e,Q5253829,Delhi United S.C.,India,1995-01-01,Ambedkar Stadium,,,,,,,,,,,,,,,,,,,,,
reep_td597a0f9,Q136328013,Delhi women's football team,,,,,,,,,,,,,,,,,,,,,,,,
reep_t7738c1c1,Q5254519,Delsbo IF,Sweden,1912-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8b824f5f,Q5254636,Delta Force F.C.,Nigeria,2001-01-01,Jay Jay Okocha Stadium,,,,,,,,,,,,,,,,,,,,,
reep_ta98b1815,Q55739502,Delta Mobilyaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,,
reep_t2ec2933d,Q16738524,Delta Queens,Nigeria,,Stephen Keshi Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t8f7fa96c,Q2785838,Delta Téléstar Gabon Télécom FC,Gabon,2002-01-01,Stade Omar Bongo,,,,,,,,,,,,,,,,,,,,,
reep_t250872a1,Q148594,Deltras F.C.,Indonesia,1989-01-01,Gelora Delta Stadium,14087,,1162,,,,,,,,deltras-sidoarjo,,24095,,,,,,,,
reep_tc4b4eb4c,Q113128676,Demetrakis Argaka,Cyprus,http://www.wikidata.org/.well-known/genid/a60d19016f76d3bc7e40c8a7d2601b6f,http://www.wikidata.org/.well-known/genid/fc88be0aa82da52b85fe9880565d47f5,,,,,,,,,,,,,,,,,,,,,
reep_tc6c4f42f,Q6037489,Demir Çelik Divriğispor,Turkey,,,,,,,,,,,,,,,,,,,,,,,
reep_t3e7529c1,Q24915727,Demirspor,,,,,,,,,,,,,,,,,,,,,,,,
reep_t276fa57a,Q3022181,Democrata Futebol Clube,Brazil,1914-01-01,Arena do Jacaré,12125,,6195,,,,,,,,,,3222,,,,,,,,
reep_t6a68f513,Q1148720,Dempo S.C.,India,1961-01-01,Duler Stadium,14088,,3345,,,,,,,,dempo-sc,,27197,,,,,,148043,,
reep_td85bd802,Q5256553,Denaby United F.C.,United Kingdom,1895-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5c3c30de,Q5256621,Denbigh Town F.C.,United Kingdom,1880-01-01,,,,,,,,,,,,,,,,,,,,142387,,
reep_t81e559cd,Q4562779,Denden F.C.,Eritrea,1994-01-01,Denden Stadium,83037,,,,,,,,,,,,28322,,,,,,,,
reep_tab1fbc9c,Q131455241,Dengoff Denykhivka,Ukraine,,,,,,,,,,,,32217,,,,,,,,,,,
reep_tdaf73fd9,Q933897,Denizli B.S.K.,Turkey,1981-01-01,Doğan Seyfi Atlı Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t60393b5c,Q136566611,Denizli İdman Yurdu SK,,,,,,,,,,,,,,,,,,,,,,,,
reep_t186ffd96,Q643107,Denizlispor,Turkey,1966-01-01,Denizli Atatürk Stadium,833,,,,,,,,73447,598,,,,,,,,,,,
reep_tb30cecf2,Q6076489,Denizlispor A2,Turkey,,Denizli Atatürk Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t4cdac3ce,Q117530265,Dennistoun F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t31924cf1,Q121811742,Denny F.C.,United Kingdom,1889-01-14,,,,,,,,,,,,,,,,,,,,,,
reep_t97eec70d,Q134937393,Denny Hibernian F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t079aa532,Q85756389,Denton Diablos FC,United States,,,,85d9c8c8,,,,,,,,,,,,,,,,,,,
reep_t133f3ca5,Q113318501,Denton F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t0cde2454,Q5259675,Denver Avalanche,United States,1980-01-01,McNichols Sports Arena,,,,,,,,,,,,,,,,,,,,,
reep_t04116b07,Q5259700,Denver Cougars,United States,1998-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t25fcddef,Q5259709,Denver Diamonds,United States,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc7f8f0df,Q5259717,Denver Dynamite,United States,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc2d9ed5b,Q13586562,Denver Dynamos,United States,1974-01-01,Mile High Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t9fa6a2ee,Q5259739,Denver Kickers,United States,1962-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t056ee940,Q132067920,Denver Summit FC,United States,,,,,,,,,,,,,,,,,,,,,154089,,
reep_t004431ad,Q5259923,Denzong Boys FC,India,,Paljor Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t1b03a4ce,Q109438114,Depok City F.C.,Indonesia,,,,,,,,,,,,,,,,,,,,,,,
reep_t01292051,Q25464549,Depok United F.C.,Indonesia,,Mahakam Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tee7ce35e,Q5260711,Deportes Aviación,Chile,1957-01-01,Q20014928,,,,,,,,,,,,,,,,,,,,,
reep_t0a7613e2,Q5260709,Deportes Cerro Navia,Chile,2005-01-01,,112614,,,,,,,,,,,,,,,,,,,,
reep_t60198bd1,Q5260710,Deportes Concepción,Honduras,,,,,,,,,,,,,,,,,,,,,,,
reep_t8d9e02bb,Q338923,Deportes Copiapó,Chile,1999-01-01,Estadio Luis Valenzuela Hermosilla,,,,,,,,,,,,,,,,,,,140555,,
reep_t639fcd89,Q642824,Deportes Iquique,Chile,1978-01-01,Estadio Tierra de Campeones,18076,,,,,,,,,6128,,,,,,,,,137728,,
reep_t20fc2a75,Q3492442,Deportes Linares,Chile,1955-11-19,Estadio Fiscal de Linares,25689,,,,,,,,,,,,,,,,,,148532,,
reep_t4aefab91,Q5260713,Deportes Luis Matte Larraín,Chile,1940-08-20,Q5638927,,,,,,,,,,,,,,,,,,,,,
reep_t191e0d3b,Q21044365,Deportes Maipo Quilicura,Chile,2014-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t676c1915,Q1858893,Deportes Melipilla,Chile,1992-01-01,Estadio Municipal Roberto Bravo Santibáñez,,,,,,,,,,,,,,,,,,,,,
reep_tc48f3f9d,Q3916745,Deportes Ovalle,Chile,1963-01-01,Q35755559,,,,,,,,,,,deportes-ovalle,,,,,,,,,,
reep_tc377a114,Q5260714,Deportes Palmira,Colombia,2009-01-01,Estadio Francisco Rivera Escobar,,,,,,,,,,,,,,,,,,,,,
reep_t1a39d2fe,Q39046337,Deportes Progreseño,Honduras,,,,,,,,,,,,,,,,,,,,,,,
reep_ta2389567,Q50405620,Deportes Provincial Osorno,Chile,,Estadio Rubén Marcos Peralta,,,,,,,,,,,,,,,,,,,,,
reep_t7d20b3be,Q2550130,Deportes Puerto Montt,Chile,1983-01-01,Estadio Bicentenario de Chinquihue,,,,,,,,,,,,,,,,,,,140544,,
reep_tc44c1d63,Q841320,Deportes Quilicura,Chile,1999-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t324d48cd,Q332537,Deportes Quindío,Colombia,1951-01-01,Estadio Centenario,2351,,471,,,,,,,,,,,,,,,,141064,,
reep_t8f623249,Q2742992,Deportes Temuco,Chile,1960-01-01,Estadio Municipal Germán Becker,,,,,,,,,,690,,,,,,,,,140546,,
reep_tf2d74f2e,Q3540564,Deportes Tocopilla,Chile,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8113006c,Q332532,Deportes Tolima,Colombia,1954-12-18,Estadio Manuel Murillo Toro,10503,,,,,,,,,408,,,,,,,,,137609,,
reep_t362f5a60,Q2475308,Deportes Valdivia,Chile,1983-01-01,Q5847963,,,,,,,,,,,,,,,,,,,,,
reep_t12c11177,Q6124140,Deportes Vallenar,Chile,2013-06-06,Q8842868,,,,,,,,,,,,,,,,,,,,,
reep_t32e4da75,Q5477677,Deportiva Piloñesa,Spain,1917-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf6c9a95f,Q5260718,Deportivo AELU,Peru,1982-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_taf8d829f,Q5260719,Deportivo Achuapa,Guatemala,1932-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t52e2f188,Q223620,Deportivo Alavés,Spain,1921-01-23,Mendizorrotza Stadium,1108,8d6fd021,2037,,,,,2975,69619,207,cd-alaves,,37,,,,,9866,134221,158,
reep_t87ac264b,Q5260721,Deportivo Alavés B,Spain,1960-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t77a71383,Q8469868,Deportivo Alavés C,Spain,1980-01-01,,,,,,,,,,,,,,,,,,,,150288,,
reep_t696cd5ed,Q31188235,Deportivo Alavés Gloriosas,Spain,1995-01-01,Ciudad Deportiva José Luis Compañón,,,,,,,,,,,,,,,,,,,,,
reep_t7a604e16,Q108717823,Deportivo Altamira Fútbol Club,Panama,2017-06-22,,,,,,,,,,,,,,,,,,,,,,
reep_t23580ced,Q2055622,Deportivo América F.C. Managua,Nicaragua,,Estadio Olímpico del IND Managua,,,,,,,,,,,,,,,,,,,,,
reep_tc3dae5cf,Q5260720,Deportivo Anlesjeroka,Mexico,2009-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t26b9f9c7,Q1191655,Deportivo Anzoátegui,Venezuela,2002-11-09,Estadio José Antonio Anzoátegui,,,,,,,,,,,,,,,,,,,,,
reep_tde95d1c8,Q741695,Deportivo Aragón,Spain,1958-01-01,Ciudad Deportiva del Real Zaragoza,8384,,,,,,,,,,,,,,,,,,146801,,
reep_t87419dff,Q965275,Deportivo Armenio,Argentina,1962-11-02,Estadio República de Armenia,13264,,7028,,,,,,,,,,,,,,,,143092,,
reep_taecfd7d8,Q5803198,Deportivo Atlas,Guatemala,,,,,,,,,,,,,,,,,,,,,,,
reep_t70357f99,Q5803202,Deportivo Ayutla,Guatemala,,Estadio Tecún Umán,,,,,,,,,,,,,,,,,,,,,
reep_t823ce7ef,Q2419782,Deportivo Azogues,Ecuador,2005-01-01,Estadio Jorge Andrade,,,,,,,,,,,,,,,,,,,,,
reep_t3baacb9e,Q35582827,Deportivo CAFESSA,Mexico,2015-01-01,Jalisco Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t03528879,Q66606943,Deportivo CAFESSA Tlajomulco,,,,,,,,,,,,,,,,,,,,,,,,
reep_tbca878e5,Q16838262,Deportivo CREDICOOP,Peru,2011-01-01,Estadio Jorge Basadre,,,,,,,,,,,,,,,,,,,,,
reep_t4b1b4b69,Q663400,Deportivo Cali,Colombia,1912-11-23,Estadio Deportivo Cali,9961,,,,,,,,,406,,,,,,,,,137610,,
reep_t97d533be,Q64005383,Deportivo Cali women's team,Colombia,2021-01-01,Estadio Deportivo Cali,,,,,,,,,,,,,,,,,,,,,
reep_tb4d79128,Q5260722,Deportivo Carchá,Guatemala,1962-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t16b99c52,Q5260725,Deportivo Cañaña,Peru,,Estadio Municipal César Flores Marigorda,,,,,,,,,,,,,,,,,,,,,
reep_t6ca5c01a,Q60503452,Deportivo Chamelco,Guatemala,2015-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t511af4e0,Q32979768,Deportivo Chiantla,Guatemala,1980-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t19159538,Q757426,Deportivo Cihuatlán F.C.,Mexico,1998-01-01,Q5847922,,,,,,,,,,,,,,,,,,,,,
reep_t81e308ac,Q5260724,Deportivo Coatepeque,Guatemala,1967-01-01,Estadio Israel Barrios,,,,,,,,,,,,,,,,,,,,,
reep_tf229b13f,Q130577113,Deportivo Coia,Spain,1911-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t3f17385c,Q1023170,Deportivo Colonia,Uruguay,1999-10-16,Estadio Miguel Campomar,,,,,,,,,,,,,,,,,,,,,
reep_td8564cf1,Q5260726,Deportivo Comercio,Peru,,,,,,,,,,,,,,,,,,,,,,,
reep_t5060d492,Q5260729,Deportivo Coopsol,Peru,1964-07-31,,,,,,,,,,,,,,,,,,,,,,
reep_t20017055,Q843519,Deportivo Coreano,Argentina,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te19e8745,Q5260728,Deportivo Curibamba,Peru,,Estadio Los Chankas,,,,,,,,,,,,,,,,,,,,,
reep_t4af8ad11,Q16838266,Deportivo Dorneda CF,Spain,1956-01-01,,,,,,,,,,,,,,,,,,,,,,
